Hydrology 2,Water Chemistry,Treatment,Rep,Depth,Date,ClppmmgL,SO4mgL,NH4mgL,NO3NmgL,PO4mgL,NPOCmg/L,TNmgL,BrmgL,DIN (mg/L),DON (mg/L)
Flooded,SO4,DF,2,15cm,10/19/10,6.9534457,129.824895,2.79435164,0.02419317,0.00764984,37.68,4.034,0.19746504,2.81854481,1.21545519
Flooded,SO4,DF,3,15cm,10/19/10,5.97261268,129.317696,3.39744855,0.04519085,0.00848669,25.8,4.365,0.18059527,3.4426394,0.9223606
Flooded,SO4,DF,4,15cm,10/19/10,3.20479283,114.477249,2.53848027,0.01145602,0.00781721,35.21,3.595,0.13062054,2.54993629,1.04506371
Flooded,SO4,DF,5,15cm,10/19/10,1.2942637,306.676615,2.05936793,0.02359366,0.00354529,34.15,2.921,0.005,2.08296159,0.83803841
Flooded,SO4,DF,1,15cm,11/2/10,0.70078135,302.525265,1.55792451,0.0005,0.00595339,31.39,2.548,0.005,1.55842451,0.98957549
Flooded,SO4,DF,2,15cm,11/2/10,5.71672614,113.748218,2.35629282,0.0005,0.00269885,,,0.005,2.35679282,
Flooded,SO4,DF,3,15cm,11/2/10,4.39840263,158.299488,3.33577437,0.01741709,0.00302566,18.95,3.763,0.005,3.35319146,0.40980854
Flooded,SO4,DF,4,15cm,11/2/10,3.2509747,123.564577,2.2842667,0.0005,0.00466776,39.04,3.418,0.005,2.2847667,1.1332333
Flooded,SO4,DF,5,15cm,11/2/10,1.36695341,262.028276,2.23404348,0.0005,0.00345592,34.15,2.98,0.005,2.23454348,0.74545652
Flooded,SO4,DF,1,15cm,11/16/10,0.2727024,331.113539,1.4123313,0.01578221,0.00276482,23.31,2.137,4.89252002,1.42811351,0.70888649
Flooded,SO4,DF,2,15cm,11/16/10,3.07390772,212.399991,2.89157184,0.04562638,0.0025,54.2,5.49,0.02509613,2.93719822,2.55280178
Flooded,SO4,DF,3,15cm,11/16/10,4.3130692,268.25514,4.36133923,0.0131551,0.00270129,23.68,4.764,0.03954521,4.37449433,0.38950567
Flooded,SO4,DF,4,15cm,11/16/10,2.02075384,160.770685,2.63602727,0.00966448,0.00385287,44.77,3.625,0.0193007,2.64569175,0.97930825
Flooded,SO4,DF,5,15cm,11/16/10,0.683127,296.5648,2.32511938,0.01230158,0.00442507,33.29,2.881,0.005,2.33742096,0.54357904
Flooded,SO4,DF,1,15cm,11/30/10,0.005,314.105383,1.57715313,0.09101171,0.0025,,,0.005,1.66816484,
Flooded,SO4,DF,2,15cm,11/30/10,3.80655954,94.4127201,2.48247856,0.01001436,0.00454714,55.7214,3.688,0.005,2.49249292,1.19550708
Flooded,SO4,DF,3,15cm,11/30/10,5.32717807,199.347167,4.41885138,0.11820007,0.0025,,,0.0166931,4.53705144,
Flooded,SO4,DF,4,15cm,11/30/10,1.43308175,144.771172,3.11669644,0.0005,0.0025,,,0.005,3.11719644,
Flooded,SO4,DF,5,15cm,11/30/10,0.23353175,296.250494,2.297747,0.02911434,0.0025,,,0.005,2.32686134,
Flooded,SO4,DF,1,25cm,8/24/10,1.16254625,4.23497073,0.41,0.04660579,0.0025,38.69,1.329668,0.08259513,0.45660579,0.87306221
Flooded,SO4,DF,2,25cm,8/24/10,8.93175783,25.7439423,0.802,0.10130128,0.0025,53.39,2.376791,0.10659389,0.90330128,1.47348972
Flooded,SO4,DF,3,25cm,8/24/10,5.55787061,9.671177,0.229,0.04252354,0.0025,50.5,1.458566,0.08985749,0.27152354,1.18704246
Flooded,SO4,DF,4,25cm,8/24/10,5.12700218,10.5487926,0.492,0.02505702,0.00604584,45.69,1.502225,0.1023181,0.51705702,0.98516798
Flooded,SO4,DF,5,25cm,8/24/10,3.69534156,11.5795701,0.32,0.12127249,0.009312,49.99,2.098205,0.1090002,0.44127249,1.65693251
Flooded,SO4,DF,1,25cm,8/31/10,2.19243935,11.1536616,0.7540424,0.01894658,0.0025,51.05,2.049002,0.06394878,0.77298898,1.27601302
Flooded,SO4,DF,2,25cm,8/31/10,10.715183,22.0678773,1.00660179,0.0239395,0.0025,48.16,2.492522,0.09065226,1.03054129,1.46198071
Flooded,SO4,DF,3,25cm,8/31/10,5.74518022,12.9822493,0.54287206,0.03461237,0.0025,54.39,1.999799,0.07120611,0.57748443,1.42231457
Flooded,SO4,DF,4,25cm,8/31/10,4.42938239,77.1706879,0.72071822,0.0215225,0.0025,35.31,1.81754,0.05469708,0.74224073,1.07529927
Flooded,SO4,DF,5,25cm,8/31/10,3.25945154,43.7035953,0.808161,0.01856212,0.0025,43.71,1.837637,0.06566057,0.82672312,1.01091388
Flooded,SO4,DF,1,25cm,9/7/10,2.99551767,36.4047746,1.18404705,0.39898844,0.0025,41.13,2.412,3.20461311,1.58303549,0.82896451
Flooded,SO4,DF,2,25cm,9/7/10,6.50605536,36.5154652,1.78328341,0.40349115,0.0025,60.34,3.582,3.2084125,2.18677456,1.39522544
Flooded,SO4,DF,3,25cm,9/7/10,0.89185351,15.857267,0.73376542,0.41040588,0.00502495,49.84,2.393,3.1056047,1.1441713,1.2488287
Flooded,SO4,DF,4,25cm,9/7/10,0.005,73.7098246,0.95631118,0.40762665,0.0025,30.81,2.013,3.05610049,1.36393782,0.64906218
Flooded,SO4,DF,5,25cm,9/7/10,0.005,94.1641136,1.5097007,0.39990182,0.0025,31.89,2.454,3.00787764,1.90960252,0.54439748
Flooded,SO4,DF,1,25cm,9/14/10,1.24628291,51.4344311,1.28293794,0.02641106,0.0025,38.72,2.452422,0.20143538,1.309349,1.143073
Flooded,SO4,DF,2,25cm,9/14/10,8.96289317,124.423254,2.222008,0.03805226,0.0025,49.05,4.154085,0.33529331,2.26006026,1.89402474
Flooded,SO4,DF,3,25cm,9/14/10,6.07914465,11.223977,0.819468,0.03857197,0.0025,50.43,2.227622,0.17285768,0.85803997,1.36958203
Flooded,SO4,DF,4,25cm,9/14/10,5.28358593,23.9367287,0.847708,0.01795731,0.0025,36.22,2.007318,0.14883965,0.86566531,1.14165269
Flooded,SO4,DF,5,25cm,9/14/10,0.67979106,214.809466,1.924572,0.06419431,0.0025,22.45,2.736,0.36498024,1.98876631,0.74723369
Flooded,SO4,DF,1,25cm,9/21/10,2.01062905,120.978919,1.74419671,0.06158912,0.0025,24.1094,2.441744,0.51242634,1.80578583,0.63595817
Flooded,SO4,DF,2,25cm,9/21/10,12.3201631,135.681422,2.39690252,0.06893174,0.0025,41.0627,3.55057,0.5339129,2.46583426,1.08473574
Flooded,SO4,DF,3,25cm,9/21/10,6.72563868,15.6357011,1.06715166,0.02307077,0.0025,46.004,2.356882,0.20484885,1.09022243,1.26665957
Flooded,SO4,DF,4,25cm,9/21/10,5.78018379,23.012821,1.01085371,0.03097883,0.0025,35.80745,2.044972,0.28193866,1.04183254,1.00313946
Flooded,SO4,DF,5,25cm,9/21/10,1.70029652,299.735719,1.44951503,0.12179398,0.0025,15.1277,2.001136,0.005,1.57130901,0.42982699
Flooded,SO4,DF,1,25cm,10/5/10,1.455595,201.524759,1.56377355,0.0005,0.0064623,18.17,2.369,0.005,1.56427355,0.80472645
Flooded,SO4,DF,2,25cm,10/5/10,9.33311921,65.7589046,2.37137123,0.00289463,0.00812851,67.53,4.7445,0.11685663,2.37426586,2.37023414
Flooded,SO4,DF,3,25cm,10/5/10,6.75910289,8.7736799,1.14224787,0.00988212,0.00664378,64.395,3.207,0.06361907,1.15212999,2.05487001
Flooded,SO4,DF,4,25cm,10/5/10,5.69949423,27.5583204,1.14206632,0.00272245,0.00468659,40.09,2.429,0.005,1.14478877,1.28421123
Flooded,SO4,DF,5,25cm,10/5/10,1.46637709,245.577622,1.96723903,0.0005,0.00376925,20.89,2.632,0.005,1.96773903,0.66426097
Flooded,SO4,DF,1,25cm,10/19/10,1.76419449,208.525567,1.4546341,0.01915074,0.00311491,16.74,2.17,0.005,1.47378484,0.69621516
Flooded,SO4,DF,2,25cm,10/19/10,9.30264986,82.7760751,2.86196401,0.01366176,0.00703615,41.57,4.116,0.2717698,2.87562577,1.24037423
Flooded,SO4,DF,3,25cm,10/19/10,5.89422724,54.5741626,1.87808324,0.01896316,0.00638261,30.78,3.108,0.1406566,1.8970464,1.2109536
Flooded,SO4,DF,4,25cm,10/19/10,4.68474826,46.7691591,1.36033849,0.00758957,0.00457342,31.9,2.276,0.11056873,1.36792806,0.90807194
Flooded,SO4,DF,5,25cm,10/19/10,1.53167243,284.298824,1.68483942,0.05817832,0.0081121,18.51,2.457,0.005,1.74301774,0.71398226
Flooded,SO4,DF,1,25cm,11/2/10,1.53503574,281.049589,1.43227613,0.0005,0.00523037,14.96,2.002,0.005,1.43277613,0.56922387
Flooded,SO4,DF,2,25cm,11/2/10,6.62866625,134.61156,2.67011858,0.0005,0.00324424,,,0.005,2.67061858,
Flooded,SO4,DF,3,25cm,11/2/10,4.68080883,93.1536978,1.65502549,0.0005,0.0025,26.5,2.461,0.005,1.65552549,0.80547451
Flooded,SO4,DF,4,25cm,11/2/10,13.1288365,88.9105284,1.58340791,0.00563267,0.0025,24.99,2.827,0.005,1.58904058,1.23795942
Flooded,SO4,DF,5,25cm,11/2/10,0.84493672,246.636945,1.79095996,0.0005,0.00306028,16.75,2.298,0.005,1.79145996,0.50654004
Flooded,SO4,DF,1,25cm,11/16/10,0.92613382,328.571515,1.44603794,0.02292082,0.0025,11.21,1.801,0.005,1.46895877,0.33204123
Flooded,SO4,DF,2,25cm,11/16/10,4.49470995,174.95955,2.91579723,0.01658904,0.0033992,48.85,5.8875,0.06629269,2.93238627,2.95511373
Flooded,SO4,DF,3,25cm,11/16/10,5.02601318,76.5106588,1.40155174,0.01635945,0.00341596,52.45,3.885,0.0771001,1.41791119,2.46708881
Flooded,SO4,DF,4,25cm,11/16/10,3.23349414,117.087451,1.61854482,0.00785424,0.00309465,23.31,2.151,0.02170666,1.62639906,0.52460094
Flooded,SO4,DF,5,25cm,11/16/10,0.87505989,254.738956,1.81122387,0.03003904,0.0036446,41.693388,4.0399293,0.005,1.84126291,2.19866639
Flooded,SO4,DF,1,25cm,11/30/10,0.06173762,344.543478,1.64560917,0.03660108,0.0025,10.484712,1.812,0.005,1.68221024,0.12978976
Flooded,SO4,DF,2,25cm,11/30/10,3.18407531,169.515168,3.22710617,0.01404803,0.0025,,,0.005,3.24115419,
Flooded,SO4,DF,3,25cm,11/30/10,5.09402946,42.8438649,1.4144026,0.11666622,0.0025,,,0.005,1.53106882,
Flooded,SO4,DF,4,25cm,11/30/10,2.80560976,107.734093,1.89355229,0.0005,0.0025,,,0.005,1.89405229,
Flooded,SO4,DF,5,25cm,11/30/10,0.39500512,251.553095,1.90766771,0.0005,0.0025,,,0.005,1.90816771,
Flooded,SO4,DF,1,5cm,8/24/10,4.78132003,15.6580461,0.745,0.02545232,0.119796,171.6,7.27145,0.12932753,0.77045232,6.50099768
Flooded,SO4,DF,2,5cm,8/24/10,18.4647456,28.9998762,0.787,0.04981138,0.00562176,82.93,3.385106,0.12594887,0.83681138,2.54829462
Flooded,SO4,DF,3,5cm,8/24/10,7.25776801,13.5068969,1.4,0.07064181,0.00650712,104,5.110676,0.11388315,1.47064181,3.64003419
Flooded,SO4,DF,4,5cm,8/24/10,10.2794298,30.5666711,0.546,0.39657839,0.0078984,1.113,-0.109,0.11723834,0.94257839,-1.0515784
Flooded,SO4,DF,5,5cm,8/24/10,7.43468149,26.1564346,0.72,0.39823346,0.00690888,79.77,2.792591,0.12068065,1.11823346,1.67435754
Flooded,SO4,DF,1,5cm,8/31/10,4.63302706,28.8709367,2.37303585,0.01595076,0.03378844,171.9,8.46341,0.15179631,2.38898661,6.07442339
Flooded,SO4,DF,2,5cm,8/31/10,10.2037871,15.2645159,0.78174498,0.09347255,0.0025,94.2,4.322735,0.05114672,0.87521752,3.44751748
Flooded,SO4,DF,3,5cm,8/31/10,4.60719349,61.3264588,2.18228597,0.03605542,0.00762069,85.38,5.231258,0.12779509,2.21834139,3.01291661
Flooded,SO4,DF,4,5cm,8/31/10,10.3393809,34.0988219,1.2739593,0.01966435,0.00510664,102.8,4.156415,0.13246165,1.29362366,2.86279134
Flooded,SO4,DF,5,5cm,8/31/10,6.77469191,20.6857692,1.20540908,0.02409025,0.00505331,92.51,3.772493,0.15173478,1.22949933,2.54299367
Flooded,SO4,DF,1,5cm,9/7/10,0.005,51.4706517,3.07400269,0.40662485,0.05275784,145.3,7.583,3.32515305,3.48062754,4.10237246
Flooded,SO4,DF,2,5cm,9/7/10,6.22085607,124.21147,2.35774884,0.4012993,0.0025,53,4.386,3.18811171,2.75904814,1.62695186
Flooded,SO4,DF,3,5cm,9/7/10,0.005,79.9439749,2.89539786,0.40094993,0.00852143,69.71,5.521,3.19191556,3.29634779,2.22465221
Flooded,SO4,DF,4,5cm,9/7/10,2.89619951,80.1937583,2.13282514,0.40302192,0.00619608,86.71,5.903,3.16019857,2.53584706,3.36715294
Flooded,SO4,DF,5,5cm,9/7/10,0.02562842,25.3292944,1.62700254,0.40497067,0.00606705,86.23,4.211,3.12977632,2.03197321,2.17902679
Flooded,SO4,DF,1,5cm,9/14/10,10.4187528,14.399728,2.5077,0.03123288,0.03343358,181.5,7.59416,0.3439764,2.53893288,5.05522712
Flooded,SO4,DF,2,5cm,9/14/10,8.48449378,181.824801,2.467392,0.07824738,0.0025,46.42,4.28552,0.44707542,2.54563938,1.73988062
Flooded,SO4,DF,3,5cm,9/14/10,2.99721713,160.966057,3.791352,0.02712952,0.0025,48.54,5.34616,0.31671457,3.81848152,1.52767848
Flooded,SO4,DF,5,5cm,9/14/10,3.03446734,90.246011,2.521168,0.03572432,0.0025,50.08,4.164836,0.3535151,2.55689232,1.60794368
Flooded,SO4,DF,1,5cm,9/21/10,3.23278948,8.6054216,2.4239438,0.05463499,0.00587122,145.376,6.40834,0.4093685,2.47857879,3.92976121
Flooded,SO4,DF,2,5cm,9/21/10,5.3724776,214.863966,2.73872598,0.09588182,0.0025,35.88935,3.872034,0.81851724,2.83460781,1.03742619
Flooded,SO4,DF,3,5cm,9/21/10,4.2314555,226.061307,4.00966158,0.02940169,0.0025,35.99855,5.291084,0.28837341,4.03906327,1.25202073
Flooded,SO4,DF,4,5cm,9/21/10,3.6634818,212.721222,3.04469519,0.09282841,0.0025,49.29365,4.512714,0.78804566,3.1375236,1.3751904
Flooded,SO4,DF,5,5cm,9/21/10,1.4427384,248.014095,4.87839304,0.10519601,0.0025,23.22215,5.715394,0.8741097,4.98358905,0.73180495
Flooded,SO4,DF,1,5cm,10/5/10,0.96265207,216.143557,10.4497,0.09776483,0.01064414,37.18,7.241,0.005,10.5474648,-3.3064648
Flooded,SO4,DF,2,5cm,10/5/10,3.88514687,189.934842,3.07641742,0.00108792,0.00987992,36.89,4.322,0.005,3.07750534,1.24449466
Flooded,SO4,DF,3,5cm,10/5/10,3.19860685,313.730237,3.29445484,0.0005,0.00660692,23.71,4.182,0.005,3.29495484,0.88704516
Flooded,SO4,DF,4,5cm,10/5/10,1.63647998,246.547566,2.69756,0.0005,0.00927338,26.93,3.78,0.005,2.69806,1.08194
Flooded,SO4,DF,5,5cm,10/5/10,0.88168376,290.21677,3.61746232,0.0005,0.00592984,20.5,4.187,0.005,3.61796232,0.56903768
Flooded,SO4,DF,1,5cm,10/19/10,1.55096986,257.623452,3.47828735,0.01978034,0.0114595,39.89,4.624,0.005,3.4980677,1.1259323
Flooded,SO4,DF,2,5cm,10/19/10,3.77767677,244.051728,2.77433545,0.01800559,0.00567328,21.71,3.614,0.005,2.79234104,0.82165896
Flooded,SO4,DF,3,5cm,10/19/10,1.77013611,199.441268,0.50285914,1.91306106,0.00577689,42.08,3.815,0.005,2.4159202,1.3990798
Flooded,SO4,DF,4,5cm,10/19/10,1.53724244,215.994738,2.77944822,0.01859876,0.00790488,34.95,4.311,0.17098398,2.79804697,1.51295303
Flooded,SO4,DF,5,5cm,10/19/10,1.48698714,262.13247,2.91456016,0.0156879,0.00610366,33.45,3.978,0.005,2.93024806,1.04775194
Flooded,SO4,DF,1,5cm,11/2/10,0.86992173,265.25095,2.66946957,0.0005,0.00569965,36.19,3.619,0.005,2.66996957,0.94903043
Flooded,SO4,DF,2,5cm,11/2/10,3.56093949,193.401587,2.58723809,0.0005,0.00312379,28.46,3.242,0.005,2.58773809,0.65426191
Flooded,SO4,DF,3,5cm,11/2/10,4.57341648,250.087258,1.73239364,0.89387348,0.01446029,38.91,3.509,0.005,2.62626712,0.88273288
Flooded,SO4,DF,4,5cm,11/2/10,1.23825234,198.68714,2.62103761,0.0005,0.00389778,43.1,3.886,0.005,2.62153761,1.26446239
Flooded,SO4,DF,5,5cm,11/2/10,6.38548734,220.072903,2.62896863,0.0005,0.00658806,62,3.48,0.005,2.62946863,0.85053137
Flooded,SO4,DF,1,5cm,11/16/10,1.78076789,274.771288,3.13603722,0.0323792,0.01233155,38.89,3.817,0.005,3.16841642,0.64858358
Flooded,SO4,DF,2,5cm,11/16/10,2.65580902,210.969739,3.10615178,0.03543832,0.0025,45.425,5.0875,0.005,3.1415901,1.9459099
Flooded,SO4,DF,3,5cm,11/16/10,3.71280297,831.026929,1.63397237,0.31082227,0.00515902,20.62,2.705,0.005,1.94479464,0.76020536
Flooded,SO4,DF,4,5cm,11/16/10,1.61664792,179.638034,2.73399714,0.01032977,0.00832345,80.05,4.704,0.005,2.74432691,1.95967309
Flooded,SO4,DF,5,5cm,11/16/10,0.82863377,230.189147,3.29826678,0.01133108,0.00747404,63.3,4.298,0.005,3.30959786,0.98840214
Flooded,SO4,DF,1,5cm,11/30/10,0.99220057,270.61476,3.18293333,0.91482513,0.00636433,43.6779,3.882,0.005,4.09775847,-0.2157585
Flooded,SO4,DF,2,5cm,11/30/10,2.3632845,158.662926,3.15243596,0.02903771,0.00780881,41.50356,4.072,0.005,3.18147367,0.89052633
Flooded,SO4,DF,3,5cm,11/30/10,3.04552828,737.171045,2.33993127,0.28951411,0.0025,,,0.005,2.62944539,
Flooded,SO4,DF,4,5cm,11/30/10,1.45006154,156.014218,3.36372258,0.0005,0.00609371,,,0.005,3.36422258,
Flooded,SO4,DF,5,5cm,11/30/10,0.07751622,238.110773,4.0941474,0.0005,0.00594683,,,0.005,4.0946474,
